,start,mid,end,grade,user_grade,is_benchmark,repeats,url
325559,"[[10, 4]]","[[9, 7], [6, 12], [6, 8], [2, 12], [5, 7], [3, 16], [0, 9]]","[[0, 17]]",0,,False,3,https://moonboard.com/Problems/View/325559/creme-brulee
325558,"[[6, 5], [10, 4]]","[[7, 9], [2, 12], [0, 13], [5, 10]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/325558/un-peu-oui
325554,"[[7, 4]]","[[10, 7], [5, 8], [5, 10], [2, 13], [7, 15]]","[[2, 17]]",3,,False,6,https://moonboard.com/Problems/View/325554/the-departed
325553,"[[9, 4]]","[[10, 8], [5, 10], [7, 13], [2, 14], [2, 8]]","[[2, 17]]",3,,False,3,https://moonboard.com/Problems/View/325553/the-prestige
325552,"[[0, 4]]","[[2, 7], [5, 10], [0, 13]]","[[3, 17]]",3,,False,1,https://moonboard.com/Problems/View/325552/mind-the-gap
325550,"[[0, 4], [6, 1]]","[[2, 7], [5, 10], [4, 13], [5, 13], [7, 7], [1, 8]]","[[3, 17]]",2,,False,4,https://moonboard.com/Problems/View/325550/pinching-plastic
325549,"[[9, 4], [6, 5]]","[[8, 8], [3, 9], [7, 13], [4, 15]]","[[8, 17]]",3,,False,1,https://moonboard.com/Problems/View/325549/whiplash
325547,"[[10, 4], [7, 4]]","[[5, 6], [9, 9], [4, 10], [4, 12], [4, 13], [1, 15]]","[[0, 17]]",1,1,False,5,https://moonboard.com/Problems/View/325547/k-g
325542,"[[9, 4], [7, 4]]","[[6, 3], [9, 7], [8, 9], [4, 9], [2, 12], [4, 12]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/325542/coqu
325541,"[[6, 1], [5, 4]]","[[5, 8], [6, 10], [2, 11], [5, 14], [7, 13], [4, 12]]","[[6, 17]]",0,,False,4,https://moonboard.com/Problems/View/325541/crimp-nr-1
325540,"[[8, 3], [7, 4]]","[[7, 7], [5, 8], [8, 10], [8, 11], [10, 15]]","[[7, 17]]",1,,False,7,https://moonboard.com/Problems/View/325540/allure
325539,"[[6, 5], [7, 4]]","[[7, 9], [3, 11], [4, 14]]","[[0, 17]]",1,1,False,21,https://moonboard.com/Problems/View/325539/esper
325536,"[[6, 1]]","[[6, 7], [2, 9], [6, 12], [4, 14]]","[[7, 17]]",0,,False,1,https://moonboard.com/Problems/View/325536/alfa
325531,"[[7, 4], [8, 5]]","[[7, 8], [3, 2], [5, 7], [3, 10], [3, 12], [1, 6], [2, 14]]","[[6, 17]]",3,,False,2,https://moonboard.com/Problems/View/325531/bz-j%C3%B6rmungandr-2
325530,"[[1, 2], [3, 2]]","[[2, 6], [6, 8], [6, 11], [10, 4], [9, 12], [8, 14]]","[[10, 17]]",1,,False,2,https://moonboard.com/Problems/View/325530/bz-floki
325526,"[[5, 4]]","[[3, 2], [7, 7], [4, 9], [1, 6], [4, 11], [2, 12], [5, 14]]","[[4, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325526/c-n-n-m-e
325520,"[[10, 4], [8, 4]]","[[6, 8], [7, 11], [7, 15]]","[[3, 17]]",4,,False,1,https://moonboard.com/Problems/View/325520/amnesty
325518,"[[6, 1]]","[[7, 7], [3, 9], [4, 12], [2, 14]]","[[3, 17]]",4,4,False,24,https://moonboard.com/Problems/View/325518/phase-one
325514,"[[3, 2]]","[[3, 9], [5, 14], [5, 7], [6, 15]]","[[7, 17]]",5,,False,5,https://moonboard.com/Problems/View/325514/temporary-tendons
325512,"[[6, 1], [9, 1]]","[[6, 3], [10, 4], [6, 7], [9, 7], [7, 10], [10, 10], [8, 13], [10, 15]]","[[8, 17], [10, 17]]",0,,False,1,https://moonboard.com/Problems/View/325512/que-pashaaaaa
325511,"[[3, 2], [6, 3]]","[[4, 7], [5, 9], [1, 12], [3, 14], [2, 8]]","[[0, 17]]",1,2,False,17,https://moonboard.com/Problems/View/325511/taco-king
325507,"[[8, 3], [5, 4]]","[[7, 7], [2, 9], [4, 11], [1, 6], [0, 13], [4, 13]]","[[3, 17]]",1,2,False,37,https://moonboard.com/Problems/View/325507/texas
325504,"[[9, 4]]","[[7, 7], [4, 5], [6, 6], [1, 3], [1, 8], [0, 8], [0, 11], [2, 12], [4, 12]]","[[6, 17]]",4,,False,3,https://moonboard.com/Problems/View/325504/yetiberg
325503,"[[6, 1], [3, 2]]","[[5, 7], [10, 5], [9, 9], [9, 11], [4, 14]]","[[7, 17]]",3,,False,1,https://moonboard.com/Problems/View/325503/blood-warp
325502,"[[6, 3]]","[[7, 9], [4, 7], [5, 13], [10, 13], [8, 14]]","[[10, 17]]",1,1,False,77,https://moonboard.com/Problems/View/325502/da-dino
325500,"[[5, 4], [4, 5]]","[[4, 9], [6, 12], [5, 15], [6, 7], [6, 1], [8, 4], [7, 9], [9, 7], [2, 11], [2, 8]]","[[4, 17], [1, 17]]",1,,False,1,https://moonboard.com/Problems/View/325500/sketching
325498,"[[4, 5], [5, 4]]","[[4, 9], [5, 15], [6, 7], [6, 12], [6, 16], [7, 10], [8, 14]]","[[4, 17]]",1,0,False,19,https://moonboard.com/Problems/View/325498/despairing-2
325492,"[[10, 4]]","[[9, 7], [5, 9], [5, 10], [6, 1], [2, 12], [2, 7]]","[[4, 17]]",1,,False,7,https://moonboard.com/Problems/View/325492/the-debate
325491,"[[10, 4]]","[[9, 7], [6, 12], [4, 12], [1, 12], [1, 8], [3, 16], [9, 9]]","[[1, 17]]",0,0,False,14,https://moonboard.com/Problems/View/325491/unilateral
325490,"[[10, 4]]","[[9, 7], [4, 7], [8, 10], [5, 13], [9, 15]]","[[8, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325490/sonnies-ruin
325489,"[[10, 4], [7, 4]]","[[5, 6], [8, 9], [3, 10], [8, 13], [5, 15]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/325489/sonnies-vibes
325487,"[[9, 4], [8, 3]]","[[6, 7], [7, 10], [2, 12], [3, 16]]","[[0, 17]]",1,,False,1,https://moonboard.com/Problems/View/325487/woundet-knee
325485,"[[6, 3]]","[[4, 7], [8, 9], [5, 13], [10, 15]]","[[4, 17]]",1,,False,4,https://moonboard.com/Problems/View/325485/easy-cheesy
325477,"[[7, 4]]","[[7, 8], [7, 13], [2, 14], [3, 9]]","[[3, 17]]",2,,False,7,https://moonboard.com/Problems/View/325477/the-yellow-project
325475,"[[0, 4]]","[[3, 8], [4, 9], [8, 11], [5, 14]]","[[6, 17]]",1,,False,1,https://moonboard.com/Problems/View/325475/1985-0
325474,"[[0, 4]]","[[4, 6], [4, 9], [7, 4], [9, 9], [8, 12], [4, 14]]","[[4, 17]]",1,1,False,8,https://moonboard.com/Problems/View/325474/new-white-extremity
325472,"[[0, 4], [3, 2]]","[[2, 8], [1, 9], [5, 11], [5, 12], [8, 13]]","[[6, 17]]",2,2,False,16,https://moonboard.com/Problems/View/325472/creative-eclipses
325471,"[[8, 4]]","[[5, 8], [6, 10], [3, 11], [4, 14]]","[[1, 17]]",0,0,False,4,https://moonboard.com/Problems/View/325471/nuretra-var
325467,"[[0, 4], [2, 4]]","[[4, 7], [4, 10], [8, 13], [8, 15]]","[[10, 17]]",1,1,False,20,https://moonboard.com/Problems/View/325467/chum-sacks-hard
325466,"[[5, 4]]","[[4, 7], [7, 9], [6, 12], [7, 15], [6, 16]]","[[4, 17]]",0,0,False,35,https://moonboard.com/Problems/View/325466/ufo-technology-5c
325460,"[[6, 3]]","[[4, 5], [6, 8], [4, 10], [6, 12], [7, 15]]","[[6, 17]]",0,0,False,17,https://moonboard.com/Problems/View/325460/spidermans-curse-6a
325459,"[[10, 4], [5, 4]]","[[6, 8], [4, 10], [6, 12], [6, 16]]","[[4, 17], [3, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325459/no-r-way-6a
325457,"[[1, 3], [3, 2]]","[[7, 6], [3, 8], [7, 13], [9, 13]]","[[10, 17]]",0,,False,2,https://moonboard.com/Problems/View/325457/project8a
325456,"[[10, 4]]","[[9, 7], [4, 7], [5, 10], [4, 12], [8, 13], [8, 15]]","[[10, 17]]",0,0,False,63,https://moonboard.com/Problems/View/325456/outlanders-feelings-6b
325455,"[[6, 1]]","[[5, 4], [6, 7], [4, 10], [1, 12], [4, 14]]","[[1, 17]]",0,,False,2,https://moonboard.com/Problems/View/325455/wh1te-power
325453,"[[2, 4], [4, 5]]","[[4, 7], [3, 10], [4, 11], [0, 13]]","[[3, 17]]",0,0,False,8,https://moonboard.com/Problems/View/325453/warm-up-stuff
325446,"[[5, 4]]","[[7, 9], [6, 1], [4, 9], [6, 12], [7, 15], [8, 13], [3, 7]]","[[6, 17]]",0,0,False,6,https://moonboard.com/Problems/View/325446/bachofer2
325445,"[[1, 3], [3, 2]]","[[3, 12], [4, 11], [2, 6], [3, 7]]","[[8, 17]]",3,,False,1,https://moonboard.com/Problems/View/325445/big-boy-2000
325443,"[[5, 4]]","[[6, 1], [7, 7], [7, 9], [4, 9], [6, 12], [8, 13], [8, 15], [6, 13], [5, 7]]","[[6, 17]]",0,0,False,10,https://moonboard.com/Problems/View/325443/bachofer
325441,"[[5, 4]]","[[7, 9], [6, 1], [6, 12], [10, 13], [8, 15], [4, 9], [8, 13], [7, 7], [3, 5]]","[[10, 17]]",0,,False,3,https://moonboard.com/Problems/View/325441/tans-first-send
325437,"[[5, 4]]","[[5, 7], [5, 10], [2, 12]]","[[3, 17]]",1,,False,5,https://moonboard.com/Problems/View/325437/choque-de-cultura
325432,"[[9, 1], [5, 4]]","[[6, 8], [6, 1], [3, 11], [5, 13], [4, 14]]","[[6, 17]]",0,0,False,9,https://moonboard.com/Problems/View/325432/buh
325430,"[[10, 4]]","[[6, 1], [6, 7], [9, 8], [6, 12], [4, 14], [1, 10]]","[[4, 17]]",1,1,False,18,https://moonboard.com/Problems/View/325430/russian-investigation
325429,"[[5, 4]]","[[4, 7], [6, 9], [4, 10], [6, 12], [8, 15]]","[[7, 17]]",1,,False,3,https://moonboard.com/Problems/View/325429/cleopatra-s-coconut-bra
325427,"[[2, 4], [0, 4]]","[[4, 6], [1, 7], [4, 8], [4, 11], [1, 9], [4, 14]]","[[1, 17]]",1,,False,6,https://moonboard.com/Problems/View/325427/lonely-wolf
325409,"[[7, 4], [9, 4]]","[[7, 8], [10, 10], [6, 13], [7, 15]]","[[3, 17]]",2,,False,4,https://moonboard.com/Problems/View/325409/zeeek
325406,"[[6, 3]]","[[4, 6], [7, 7], [7, 9], [2, 12], [4, 14]]","[[3, 17]]",1,1,False,27,https://moonboard.com/Problems/View/325406/mengdetrening-1
325405,"[[6, 3]]","[[8, 6], [4, 9], [8, 12], [4, 14]]","[[3, 17]]",1,,False,5,https://moonboard.com/Problems/View/325405/crispy-chips
325403,"[[5, 4]]","[[2, 7], [6, 8], [5, 11], [6, 12], [4, 14]]","[[4, 17]]",0,0,False,5,https://moonboard.com/Problems/View/325403/gipsy
325402,"[[8, 4], [6, 3]]","[[7, 9], [9, 12], [6, 14], [7, 15], [10, 8]]","[[4, 17]]",0,,False,4,https://moonboard.com/Problems/View/325402/mengdetrening-2
325400,"[[3, 2], [5, 4]]","[[1, 9], [3, 14], [3, 8], [3, 6]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/325400/dra-gjennom-da
325394,"[[6, 3]]","[[7, 7], [1, 9], [3, 14]]","[[0, 17]]",4,,False,4,https://moonboard.com/Problems/View/325394/vantablack
325382,"[[0, 4], [2, 4]]","[[4, 7], [2, 9], [8, 13], [7, 15]]","[[10, 17]]",2,,False,2,https://moonboard.com/Problems/View/325382/m%C3%A1quina-sean-venezolano
325380,"[[6, 1], [5, 4]]","[[4, 9], [7, 12], [4, 14], [7, 9]]","[[3, 17]]",0,0,False,9,https://moonboard.com/Problems/View/325380/strawberry-turtles
325378,"[[1, 2], [3, 2]]","[[4, 7], [3, 8], [8, 9], [6, 13], [10, 15]]","[[10, 17]]",3,,False,1,https://moonboard.com/Problems/View/325378/don-t-touch-my-drum-set
325376,"[[6, 3]]","[[4, 7], [2, 11], [4, 13]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/325376/lucy-s-tooth
325364,"[[1, 2], [8, 3]]","[[6, 8], [3, 9], [8, 13], [6, 14]]","[[8, 17]]",3,,False,2,https://moonboard.com/Problems/View/325364/stretch
325363,"[[8, 4], [7, 4]]","[[10, 11], [8, 9], [5, 12], [7, 13], [3, 16]]","[[3, 17]]",2,,False,8,https://moonboard.com/Problems/View/325363/no-matching
325362,"[[1, 2]]","[[4, 7], [0, 8], [5, 10], [2, 12], [4, 15], [7, 4]]","[[0, 17]]",0,0,False,6,https://moonboard.com/Problems/View/325362/alta
325361,"[[8, 3], [5, 4]]","[[6, 7], [4, 9], [7, 10], [5, 13], [8, 15]]","[[4, 17]]",0,0,False,24,https://moonboard.com/Problems/View/325361/finnmark
325358,"[[5, 4], [6, 1]]","[[7, 8], [3, 10], [8, 13]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/325358/grandpa-couldn-t-do-it
325357,"[[9, 1], [10, 4]]","[[10, 8], [8, 10], [7, 9], [3, 6], [4, 12], [4, 14], [2, 14], [6, 11], [1, 8], [3, 16]]","[[1, 17]]",0,,False,6,https://moonboard.com/Problems/View/325357/man-beh%C3%B6ver-ingen-i11
325354,"[[6, 3], [4, 5]]","[[4, 9], [4, 8], [7, 9], [5, 13], [8, 13]]","[[6, 17]]",0,0,False,8,https://moonboard.com/Problems/View/325354/the-wrong-bloody-way
325351,"[[3, 5], [8, 5]]","[[4, 7], [8, 9], [4, 12], [3, 13], [5, 14], [4, 10]]","[[3, 17]]",0,,False,1,https://moonboard.com/Problems/View/325351/incomprensioni
325349,"[[8, 5], [4, 5]]","[[6, 7], [4, 9], [4, 11], [1, 12], [4, 14]]","[[3, 17]]",0,,False,2,https://moonboard.com/Problems/View/325349/costantinopoli
325348,"[[6, 5], [9, 4]]","[[7, 9], [1, 10], [2, 13], [2, 14]]","[[6, 17]]",3,,False,3,https://moonboard.com/Problems/View/325348/puch
325346,"[[6, 3], [5, 4]]","[[3, 9], [2, 11], [5, 14], [1, 7], [6, 16]]","[[8, 17]]",1,,False,3,https://moonboard.com/Problems/View/325346/elicopter
325345,"[[5, 4]]","[[5, 6], [8, 9], [4, 11], [8, 13], [4, 15]]","[[8, 17]]",2,2,False,15,https://moonboard.com/Problems/View/325345/margarita-with-cheese
325343,"[[9, 4], [5, 4]]","[[4, 7], [4, 8], [7, 11], [4, 14]]","[[4, 17]]",2,,False,1,https://moonboard.com/Problems/View/325343/oposici%C3%B3n
325342,"[[2, 4], [1, 5]]","[[2, 7], [4, 8], [4, 12], [3, 14], [3, 16]]","[[6, 17]]",3,,False,2,https://moonboard.com/Problems/View/325342/joseki
325341,"[[7, 4], [8, 5]]","[[9, 9], [5, 12], [6, 14]]","[[6, 17]]",4,,False,5,https://moonboard.com/Problems/View/325341/tsumego
325340,"[[7, 4], [8, 5]]","[[9, 9], [5, 12], [7, 15]]","[[6, 17]]",4,,False,2,https://moonboard.com/Problems/View/325340/tesuji
325339,"[[5, 4]]","[[5, 6], [8, 9], [5, 10], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,8,https://moonboard.com/Problems/View/325339/margarita-no-cheese
325336,"[[5, 4]]","[[2, 7], [4, 7], [0, 8], [3, 11], [1, 12], [3, 14], [3, 16]]","[[4, 17], [3, 17]]",0,0,False,5,https://moonboard.com/Problems/View/325336/galera-da-manha
325335,"[[5, 4], [6, 3]]","[[6, 8], [7, 9], [4, 9], [3, 11], [6, 12], [4, 12], [4, 14], [8, 15], [6, 1], [10, 9]]","[[8, 17]]",0,0,False,6,https://moonboard.com/Problems/View/325335/brisa
325331,"[[5, 4]]","[[5, 11], [6, 12], [4, 15], [2, 9], [6, 3]]","[[4, 17]]",1,2,False,22,https://moonboard.com/Problems/View/325331/rocket-man-easy-sim
325329,"[[1, 3]]","[[6, 8], [3, 7], [5, 12], [6, 16]]","[[0, 17]]",4,,False,2,https://moonboard.com/Problems/View/325329/still-training
325321,"[[3, 5], [5, 5]]","[[5, 10], [0, 12]]","[[3, 17]]",5,,False,1,https://moonboard.com/Problems/View/325321/super-glue
325318,"[[5, 4]]","[[6, 8], [3, 9], [6, 12], [4, 15]]","[[3, 17]]",0,,False,3,https://moonboard.com/Problems/View/325318/dudettes
325317,"[[5, 4]]","[[1, 9], [4, 7], [4, 11], [0, 13], [3, 14]]","[[0, 17]]",0,0,False,8,https://moonboard.com/Problems/View/325317/tipsy
325315,"[[8, 4], [4, 5]]","[[4, 7], [7, 9], [7, 10], [4, 14], [8, 13]]","[[4, 17]]",0,0,False,209,https://moonboard.com/Problems/View/325315/gideon-v4
325311,"[[6, 5]]","[[7, 9], [3, 9], [5, 7], [4, 12], [3, 14], [8, 6], [6, 10], [3, 11], [2, 15], [0, 10]]","[[4, 17], [1, 17]]",1,,False,2,https://moonboard.com/Problems/View/325311/good-prob-better-holds
325303,"[[6, 3]]","[[4, 5], [6, 8], [8, 13], [6, 11]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/325303/poker
325292,"[[6, 5], [3, 4]]","[[5, 8], [9, 10], [9, 13], [8, 14], [3, 15]]","[[2, 17]]",7,,False,7,https://moonboard.com/Problems/View/325292/some-var
325285,"[[6, 3]]","[[4, 5], [7, 7], [1, 2], [2, 10], [4, 12], [1, 15]]","[[4, 17]]",2,2,False,5,https://moonboard.com/Problems/View/325285/steele-toe
325284,"[[5, 4]]","[[7, 9], [4, 11], [6, 13], [4, 14]]","[[6, 17]]",0,0,False,15,https://moonboard.com/Problems/View/325284/wooks-reading-books
325279,"[[5, 4]]","[[4, 7], [5, 10], [2, 12], [4, 14]]","[[1, 17]]",0,0,False,16,https://moonboard.com/Problems/View/325279/hohe-welle
325278,"[[5, 4]]","[[6, 8], [0, 8], [4, 11], [0, 13], [3, 14]]","[[3, 17]]",1,1,False,24,https://moonboard.com/Problems/View/325278/error-1
325263,"[[1, 2], [3, 2]]","[[2, 6], [5, 10], [3, 15]]","[[2, 17]]",7,,False,2,https://moonboard.com/Problems/View/325263/double-d-dog
325260,"[[5, 4], [6, 1]]","[[6, 8], [1, 15], [1, 12], [3, 7], [4, 9], [3, 11], [4, 11]]","[[4, 17]]",0,0,False,4,https://moonboard.com/Problems/View/325260/up-easy
325256,"[[7, 4], [9, 4]]","[[6, 8], [4, 8], [4, 11], [2, 13]]","[[3, 17]]",2,,False,5,https://moonboard.com/Problems/View/325256/vwv
325255,"[[1, 2]]","[[4, 6], [1, 7], [3, 11], [4, 14]]","[[8, 17]]",2,,False,4,https://moonboard.com/Problems/View/325255/wvw
325252,"[[5, 4], [6, 1]]","[[5, 8], [9, 10], [8, 11], [9, 13], [5, 14], [6, 15], [3, 15]]","[[2, 17]]",1,,False,1,https://moonboard.com/Problems/View/325252/intro-to-yellow-101
325249,"[[6, 1], [5, 4]]","[[10, 8], [7, 11], [9, 12], [6, 14]]","[[10, 17]]",1,1,False,12,https://moonboard.com/Problems/View/325249/popopirat
325247,"[[0, 4], [3, 2]]","[[2, 6], [1, 9], [6, 12], [10, 10], [8, 15]]","[[6, 17]]",1,,False,4,https://moonboard.com/Problems/View/325247/fear-of-the-fly
325245,"[[6, 1], [6, 3]]","[[4, 7], [0, 9], [6, 11], [5, 13], [7, 15]]","[[3, 17]]",0,,False,3,https://moonboard.com/Problems/View/325245/dziadek3
325243,"[[5, 4]]","[[6, 8], [3, 10], [4, 11], [1, 12], [4, 15]]","[[3, 17]]",0,0,False,12,https://moonboard.com/Problems/View/325243/pink-finger
325242,"[[6, 1], [6, 3]]","[[4, 7], [1, 9], [6, 11], [7, 15], [5, 13]]","[[3, 17]]",0,,False,3,https://moonboard.com/Problems/View/325242/dziadek-3
325238,"[[5, 4]]","[[6, 8], [4, 9], [8, 13], [5, 13]]","[[6, 17]]",0,0,False,22,https://moonboard.com/Problems/View/325238/giant-steps-var
325237,"[[5, 4], [8, 5]]","[[4, 9], [8, 13], [5, 13]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/325237/giant-steps
325235,"[[10, 4], [5, 4]]","[[4, 7], [1, 9], [4, 11], [2, 12], [8, 13], [6, 14]]","[[8, 17]]",1,1,False,12,https://moonboard.com/Problems/View/325235/young-foolish
325232,"[[3, 2], [0, 4]]","[[2, 6], [3, 7], [4, 11], [6, 10], [10, 9], [8, 12], [7, 15]]","[[7, 17]]",4,,False,5,https://moonboard.com/Problems/View/325232/the-best-comes-last
325225,"[[5, 4]]","[[6, 1], [4, 7], [1, 9], [4, 11], [2, 14]]","[[4, 17]]",0,0,False,11,https://moonboard.com/Problems/View/325225/centrestageb
325223,"[[5, 4]]","[[6, 1], [2, 12], [4, 7], [5, 10], [4, 14]]","[[3, 17]]",0,0,False,20,https://moonboard.com/Problems/View/325223/centrestagea
325210,"[[5, 4]]","[[6, 8], [2, 9], [4, 11], [0, 13], [3, 14]]","[[3, 17]]",0,0,False,14,https://moonboard.com/Problems/View/325210/cobia-wrong
325190,"[[4, 5], [6, 3]]","[[7, 7], [7, 10], [4, 11], [3, 14]]","[[0, 17]]",0,,False,1,https://moonboard.com/Problems/View/325190/lonely-akon
325186,"[[6, 3], [5, 4]]","[[2, 7], [0, 8], [5, 10], [2, 12], [6, 13], [4, 6], [6, 14]]","[[8, 17], [7, 17]]",0,,False,1,https://moonboard.com/Problems/View/325186/sloper-project
325180,"[[8, 3], [4, 5]]","[[6, 8], [2, 12], [4, 9], [4, 11]]","[[4, 17]]",1,,False,3,https://moonboard.com/Problems/View/325180/i-hook-you
325178,"[[1, 5], [4, 5]]","[[2, 9], [6, 12], [3, 16]]","[[2, 17]]",0,,False,2,https://moonboard.com/Problems/View/325178/lehenengoa
325176,"[[5, 4], [6, 1]]","[[4, 7], [4, 9], [7, 9], [4, 12], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,43,https://moonboard.com/Problems/View/325176/pastel-com-caldo-de-cana
325175,"[[8, 4], [10, 4]]","[[9, 7], [9, 8], [5, 12], [7, 15]]","[[3, 17]]",3,,False,7,https://moonboard.com/Problems/View/325175/bring-the-madness
325164,"[[9, 4]]","[[6, 5], [7, 8], [3, 9], [4, 11], [2, 12], [4, 15]]","[[3, 17]]",0,0,False,9,https://moonboard.com/Problems/View/325164/lyu005
325163,"[[10, 4]]","[[9, 8], [7, 8], [10, 10], [8, 11], [8, 13], [4, 14]]","[[6, 17]]",0,,False,3,https://moonboard.com/Problems/View/325163/lyu004
325162,"[[10, 4]]","[[9, 7], [8, 9], [8, 13], [8, 15]]","[[10, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325162/lyu003
325161,"[[1, 2]]","[[4, 6], [1, 7], [5, 9], [4, 9], [8, 10], [5, 13], [4, 14], [1, 15], [6, 1]]","[[4, 17]]",1,1,False,13,https://moonboard.com/Problems/View/325161/lyu002
325160,"[[10, 4]]","[[6, 7], [9, 7], [5, 9], [3, 11], [6, 12], [5, 13], [8, 15]]","[[6, 17]]",0,0,False,18,https://moonboard.com/Problems/View/325160/lyu001
325159,"[[6, 3], [5, 4]]","[[4, 5], [4, 7], [6, 7], [7, 9], [4, 9], [6, 11], [6, 12], [2, 12], [4, 14], [6, 16]]","[[4, 17]]",0,0,False,10,https://moonboard.com/Problems/View/325159/mrh
325158,"[[6, 3], [5, 4]]","[[6, 5], [4, 5], [6, 7], [7, 9], [5, 10], [6, 12], [6, 13], [4, 14], [6, 16]]","[[4, 17]]",0,0,False,11,https://moonboard.com/Problems/View/325158/mackenzie-is-awesome
325156,"[[5, 4], [6, 1]]","[[7, 7], [4, 9], [6, 12], [4, 14]]","[[4, 17], [6, 17]]",0,0,False,14,https://moonboard.com/Problems/View/325156/syno
325155,"[[6, 3], [5, 4]]","[[6, 7], [8, 4], [6, 1], [9, 1], [8, 9], [8, 11], [6, 12], [7, 13], [8, 15], [6, 9]]","[[10, 17], [8, 17]]",0,,False,1,https://moonboard.com/Problems/View/325155/j-k-b
325154,"[[6, 5]]","[[4, 7], [6, 9], [7, 9], [8, 9], [5, 11], [6, 12], [8, 13], [7, 15], [6, 16]]","[[8, 17], [10, 17]]",0,,False,1,https://moonboard.com/Problems/View/325154/jvfdxgus
325153,"[[6, 3], [8, 3]]","[[9, 6], [4, 7], [8, 9], [6, 12], [7, 15], [6, 16]]","[[10, 17]]",0,0,False,11,https://moonboard.com/Problems/View/325153/onboarding-4-v3
325152,"[[5, 4]]","[[4, 7], [2, 9], [5, 10], [2, 12], [3, 14], [1, 15]]","[[4, 17]]",0,0,False,35,https://moonboard.com/Problems/View/325152/onboarding-3-v3
325151,"[[7, 4], [8, 4]]","[[9, 7], [4, 9], [9, 11], [4, 12]]","[[6, 17]]",0,,False,1,https://moonboard.com/Problems/View/325151/my-g
325144,"[[5, 4]]","[[4, 7], [7, 9], [4, 9], [6, 1], [6, 11], [8, 13], [10, 9], [6, 14]]","[[8, 17]]",1,1,False,13,https://moonboard.com/Problems/View/325144/dacoodle-noodle
325142,"[[10, 4], [8, 4]]","[[9, 7], [10, 8], [8, 9], [10, 10], [7, 10], [7, 11], [6, 12], [8, 15], [7, 15]]","[[6, 17]]",0,0,False,11,https://moonboard.com/Problems/View/325142/mel-v3
325133,"[[5, 4], [10, 4]]","[[4, 9], [7, 9], [5, 10], [2, 12], [3, 14], [1, 5]]","[[3, 17]]",0,,False,3,https://moonboard.com/Problems/View/325133/first-creation-by-trev
325124,"[[6, 1], [8, 5]]","[[4, 9], [3, 11], [3, 14], [2, 13], [0, 4], [5, 6]]","[[0, 17]]",1,,False,3,https://moonboard.com/Problems/View/325124/space-oddity-var
325121,"[[10, 4]]","[[5, 6], [6, 7], [7, 11], [2, 12]]","[[3, 17]]",5,,False,7,https://moonboard.com/Problems/View/325121/someone-like-you-var
325120,"[[5, 4], [6, 1]]","[[6, 9], [2, 10], [4, 15]]","[[1, 17]]",5,,False,4,https://moonboard.com/Problems/View/325120/moon-kick-karate
325118,"[[1, 2], [1, 3]]","[[3, 5], [7, 9], [10, 4], [9, 13]]","[[10, 17]]",6,,False,2,https://moonboard.com/Problems/View/325118/jump-through-hard
325117,"[[6, 3]]","[[2, 7], [5, 10], [4, 13]]","[[3, 17]]",5,,False,11,https://moonboard.com/Problems/View/325117/orderly-housing
325116,"[[1, 5], [3, 4]]","[[6, 7], [10, 10], [8, 12], [10, 9], [8, 14]]","[[3, 17], [4, 17]]",6,,False,1,https://moonboard.com/Problems/View/325116/whispers-of-wisdom
325112,"[[5, 4], [8, 4]]","[[6, 1], [4, 7], [4, 9], [7, 9], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,12,https://moonboard.com/Problems/View/325112/daisy-3
325111,"[[5, 4], [8, 4]]","[[6, 1], [7, 9], [4, 9], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,12,https://moonboard.com/Problems/View/325111/daisy-2
325110,"[[2, 4]]","[[1, 9], [5, 12], [6, 14], [1, 8], [7, 15]]","[[3, 17]]",4,,False,2,https://moonboard.com/Problems/View/325110/man-down
325109,"[[5, 4], [8, 4]]","[[6, 1], [7, 9], [4, 9], [6, 12], [4, 14], [6, 16], [4, 7]]","[[4, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325109/daisy
325108,"[[3, 2], [1, 3]]","[[6, 10], [2, 6], [3, 9], [2, 14]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/325108/autumn
325105,"[[5, 4]]","[[4, 7], [1, 10], [4, 12], [1, 15]]","[[2, 17]]",0,0,False,6,https://moonboard.com/Problems/View/325105/4x4-4
325104,"[[5, 4]]","[[4, 7], [7, 9], [6, 12], [9, 15]]","[[6, 17]]",0,0,False,5,https://moonboard.com/Problems/View/325104/4x4-3
